,text,label,label_name,text_clean
553,i can feel that gentle rhythm imprinted on my skin i vibrates up my arm my stomach clenches my legs squeeze i forget his own leg has somehow ended up between mine,2,love,i can feel that gentle rhythm imprinted on my skin i vibrates up my arm my stomach clenches my legs squeeze i forget his own leg has somehow ended up between mine
554,i want to love you but i feel like there some sort of hindrance thats keeping me from loving you,2,love,i want to love you but i feel like there some sort of hindrance thats keeping me from loving you
555,i feel that i have tons of love to give and i would love to give my loyal support to that person as well,2,love,i feel that i have tons of love to give and i would love to give my loyal support to that person as well
556,i watched on thanksgiving this morning i am feeling doubly blessed for what god has given me,2,love,i watched on thanksgiving this morning i am feeling doubly blessed for what god has given me
557,i dont know you or what your going through but i feel sympathetic because im human lies,2,love,i dont know you or what your going through but i feel sympathetic because im human lies
558,i feel like this because i start being naughty in order to validate my existance,2,love,i feel like this because i start being naughty in order to validate my existance
559,i began feeling amorous towards everyone on stage towards the people around me as i experienced the moment with them,2,love,i began feeling amorous towards everyone on stage towards the people around me as i experienced the moment with them
560,im feeling generous i am gonna tell you about another cool blogger,2,love,im feeling generous i am gonna tell you about another cool blogger
561,i think i confuse my feelings of longing with feeling good,2,love,i think i confuse my feelings of longing with feeling good
562,i feel caring in telling you this is because to maintain a healthy weight you have to learn to not overeat on your stressful days which tend to be most days,2,love,i feel caring in telling you this is because to maintain a healthy weight you have to learn to not overeat on your stressful days which tend to be most days
563,i could never feel the kind of security intimacy and love that i have been longing for in this lifetime,2,love,i could never feel the kind of security intimacy and love that i have been longing for in this lifetime
564,i am feeling naughty with my thebalm nude tude naughty palette a href http,2,love,i am feeling naughty with my thebalm nude tude naughty palette a href http
565,ive been at home for almost a week now from the hospital though and i feel the need to divulge info to devoted readers who have felt starved for my stylings,2,love,ive been at home for almost a week now from the hospital though and i feel the need to divulge info to devoted readers who have felt starved for my stylings
566,i feel that i have got my looks and sweet nature from my mom,2,love,i feel that i have got my looks and sweet nature from my mom
567,i have to admit i was feeling pretty horny nicole,2,love,i have to admit i was feeling pretty horny nicole
568,i am feeling blessed that i live in america have a wonderful family and that dorothy kelsey was a part of my life,2,love,i am feeling blessed that i live in america have a wonderful family and that dorothy kelsey was a part of my life
569,i just think about all the day i chatted with my mom amp also feeling horny and masturbate myself,2,love,i just think about all the day i chatted with my mom amp also feeling horny and masturbate myself
570,i feel i need to put my beloved uggs to one side and get back on the ballet pump bandwagon,2,love,i feel i need to put my beloved uggs to one side and get back on the ballet pump bandwagon
571,i feel gentle hands careess me with tender care across my curled shoulders and pulled towards embrace the sun reaches towards my searching face,2,love,i feel gentle hands careess me with tender care across my curled shoulders and pulled towards embrace the sun reaches towards my searching face
572,i would talk to drake because i knew he wouldnt judge my feelings and he would let me gush over how much i liked you,2,love,i would talk to drake because i knew he wouldnt judge my feelings and he would let me gush over how much i liked you
573,i feel like they have been more than generous and completely understand that things change i mean days off unpaid,2,love,i feel like they have been more than generous and completely understand that things change i mean days off unpaid
574,i feel like there is so much more i could be doing for the community and loving children is what i excel at,2,love,i feel like there is so much more i could be doing for the community and loving children is what i excel at
575,id rather have no one know how i really feel but then again sometimes i can be compassionate and sometimes i can be beautiful,2,love,id rather have no one know how i really feel but then again sometimes i can be compassionate and sometimes i can be beautiful
576,i love to add just a little milk and when i m feeling especially naughty a splash of caramel and vanilla syrup but shhh,2,love,i love to add just a little milk and when i m feeling especially naughty a splash of caramel and vanilla syrup but shhh
577,i still didnt start feeling contractions but it was a tender mercy for me because she would have come on the st no matter what,2,love,i still didnt start feeling contractions but it was a tender mercy for me because she would have come on the st no matter what
578,i stand looking at the tower feeling waves of nostalgia and longing,2,love,i stand looking at the tower feeling waves of nostalgia and longing
579,i feel like i love all romantic comedies that sort of have a mixed tone so some of woody allen s work obviously and jim brooks and some of the earl billy wilder films like the apartment,2,love,i feel like i love all romantic comedies that sort of have a mixed tone so some of woody allen s work obviously and jim brooks and some of the earl billy wilder films like the apartment
580,i have become more and more concerned not only for my own future daughters but for all the girls who are out there currently trying to feel accepted by the worlds standards,2,love,i have become more and more concerned not only for my own future daughters but for all the girls who are out there currently trying to feel accepted by the worlds standards
581,i don t feel that longing,2,love,i don t feel that longing
582,i did develop unknown feelings for him i think thats the reason why i feel like ive been settling for all the other guys who liked me,2,love,i did develop unknown feelings for him i think thats the reason why i feel like ive been settling for all the other guys who liked me
583,i fully believe and feel passionate about living bravely and outside my comfort zone i often revert to my comfortable ways,2,love,i fully believe and feel passionate about living bravely and outside my comfort zone i often revert to my comfortable ways
584,i feel loyal to him in some ways so respect his wish not to tell anyone but it is killing me keeping it inside,2,love,i feel loyal to him in some ways so respect his wish not to tell anyone but it is killing me keeping it inside
585,i have only felt it after a half marathon so i can only imagine that it feels twice as sweet for a full marathon especially the boston marathon,2,love,i have only felt it after a half marathon so i can only imagine that it feels twice as sweet for a full marathon especially the boston marathon
586,i feel like i got in at that sweet spot before everyone realizes how messed up everything really is,2,love,i feel like i got in at that sweet spot before everyone realizes how messed up everything really is
587,i don t have to look to see the stares i feel them and i also know of them by the sympathetic glances my american friends give me,2,love,i don t have to look to see the stares i feel them and i also know of them by the sympathetic glances my american friends give me
588,i sometimes feel nostalgic happy restless angry all at the same time,2,love,i sometimes feel nostalgic happy restless angry all at the same time
589,i am fucking it up with my pattern of wanting craving addiction to attention and specialness my way of feeling loved by another,2,love,i am fucking it up with my pattern of wanting craving addiction to attention and specialness my way of feeling loved by another
590,i suddenly feel that this is more than a sweet love song that every girls could sing in front of their boyfriends,2,love,i suddenly feel that this is more than a sweet love song that every girls could sing in front of their boyfriends
591,i don t really feel like doing much but maybe something gentle,2,love,i don t really feel like doing much but maybe something gentle
592,i feel to it and it benefits from a generous budget for exotic sets and gorgeous matte paintings,2,love,i feel to it and it benefits from a generous budget for exotic sets and gorgeous matte paintings
593,i pray that they will continue to be giving confident happy god fearing and feel loved,2,love,i pray that they will continue to be giving confident happy god fearing and feel loved
594,im already rereading what i just wrote and feeling like im portraying my sweet girl as a brat,2,love,im already rereading what i just wrote and feeling like im portraying my sweet girl as a brat
595,i feel romantic when i wear it under my raphael coat,2,love,i feel romantic when i wear it under my raphael coat
596,i feel like i am being held firmly in loving arms surrounded by a wide circle of people who are not going to let me fall,2,love,i feel like i am being held firmly in loving arms surrounded by a wide circle of people who are not going to let me fall
597,i feel so blessed that we were privileged to go,2,love,i feel so blessed that we were privileged to go
598,i got a good feeling from the school and i have a lovely class,2,love,i got a good feeling from the school and i have a lovely class
599,i feel is loving,2,love,i feel is loving
600,im feeling extraordinarily dazed and bewildered this arvo for no particular reason and my muscles all hurt even though i dont actually have any,5,fear,im feeling extraordinarily dazed and bewildered this arvo for no particular reason and my muscles all hurt even though i dont actually have any
601,i only feel curious impatient eager and confused,5,fear,i only feel curious impatient eager and confused
602,i feel a strange sense of legacy,5,fear,i feel a strange sense of legacy
603,i i have all the predictable feelings loki is that guy i know from many many other fandoms im not impressed with me for my loki feelings,5,fear,i i have all the predictable feelings loki is that guy i know from many many other fandoms im not impressed with me for my loki feelings
604,i feel like the hymn says i stand all amazed at the love jesus offers me confused at the grace that so fully he proffers me,5,fear,i feel like the hymn says i stand all amazed at the love jesus offers me confused at the grace that so fully he proffers me
605,i hope you keep handing out books of mormon to those you feel impressed to give them to,5,fear,i hope you keep handing out books of mormon to those you feel impressed to give them to
606,i don t think anyone feels curious about masala movies they are just light entertainers,5,fear,i don t think anyone feels curious about masala movies they are just light entertainers
607,i dont know why but i had started to feel the weird pressure of a largely silent audience and with it a falsely inflated sense of importance in expressing myself and my ever so articulate opinions to said audience,5,fear,i dont know why but i had started to feel the weird pressure of a largely silent audience and with it a falsely inflated sense of importance in expressing myself and my ever so articulate opinions to said audience
608,i managed to take some photos today of my outfit which did feel rather strange especially as i havent taken any for such a long time,5,fear,i managed to take some photos today of my outfit which did feel rather strange especially as i havent taken any for such a long time
609,i feel very shocked i have never expected that would happen to me,5,fear,i feel very shocked i have never expected that would happen to me
610,i feel like i quote him or talk about him much but it is only because i am continually amazed and nourished by his spirit and his understanding and excitement for life,5,fear,i feel like i quote him or talk about him much but it is only because i am continually amazed and nourished by his spirit and his understanding and excitement for life
611,im not sure how i feel im shocked honestly,5,fear,im not sure how i feel im shocked honestly
612,i personally feel amazed that i have managed to connect with such amazingly talented and creative people through this little world of dance,5,fear,i personally feel amazed that i have managed to connect with such amazingly talented and creative people through this little world of dance
613,i feel like amazing x men compensated enough to earn it a out of,5,fear,i feel like amazing x men compensated enough to earn it a out of
614,i dont i feel amazed,5,fear,i dont i feel amazed
615,im feeling really weird,5,fear,im feeling really weird
616,im still not sure why reilly feels the need to be so weird,5,fear,im still not sure why reilly feels the need to be so weird
617,i am feeling quite overwhelmed,5,fear,i am feeling quite overwhelmed
618,i feel sort of dazed and cross eyed,5,fear,i feel sort of dazed and cross eyed
619,i see lyman i just feel more and more amazed about us,5,fear,i see lyman i just feel more and more amazed about us
620,i tween sat for my moms boss year old and year old boys this weekend id say babysit but that feels weird considering there were n,5,fear,i tween sat for my moms boss year old and year old boys this weekend id say babysit but that feels weird considering there were n
621,i think many may dislike it as i do and still feel they should be impressed by it the educated and privileged may now be more susceptible to the mass media than the larger public they re certainly easier to reach,5,fear,i think many may dislike it as i do and still feel they should be impressed by it the educated and privileged may now be more susceptible to the mass media than the larger public they re certainly easier to reach
622,i miss the feeling of feeling amazing,5,fear,i miss the feeling of feeling amazing
623,i will be honest it did feel a little strange being in the company of such greatness,5,fear,i will be honest it did feel a little strange being in the company of such greatness
624,i can say one good thing about this movie and thats the computer generated transformers took on a truly real look and feel i was amazed at how fluidly them integrated with the live action and just how good they looked in general,5,fear,i can say one good thing about this movie and thats the computer generated transformers took on a truly real look and feel i was amazed at how fluidly them integrated with the live action and just how good they looked in general
625,i have a feeling that many of you will be surprised to learn that after nearly years it s time for me to say goodbye as your guide to entertaining,5,fear,i have a feeling that many of you will be surprised to learn that after nearly years it s time for me to say goodbye as your guide to entertaining
626,i just be feeling curious about a few tings,5,fear,i just be feeling curious about a few tings
627,i was like oh thats awesome blah but then he was like reminding me hes interested in this other girl and i was like i know this but what concerns me more is if it makes you feel too weird to be with me like this,5,fear,i was like oh thats awesome blah but then he was like reminding me hes interested in this other girl and i was like i know this but what concerns me more is if it makes you feel too weird to be with me like this
628,im feeling a bit overwhelmed tonight and not really for any good reason,5,fear,im feeling a bit overwhelmed tonight and not really for any good reason
629,i asked darren about it when he got home as i was feeling a bit curious even though it didnt really matter and it was really none of my business,5,fear,i asked darren about it when he got home as i was feeling a bit curious even though it didnt really matter and it was really none of my business
630,im feeling amazing because im answering these questions from new york so life is good,5,fear,im feeling amazing because im answering these questions from new york so life is good
631,i am feeling much like the guy in the pic above a little overwhelmed and starved for time but very delighted to be making new work and preparing my little florida bungalow for thanksgiving guests this weekend,5,fear,i am feeling much like the guy in the pic above a little overwhelmed and starved for time but very delighted to be making new work and preparing my little florida bungalow for thanksgiving guests this weekend
632,i was aware of feeling so surprised so disappointed i don t think i ever really thought i d have to have a c section,5,fear,i was aware of feeling so surprised so disappointed i don t think i ever really thought i d have to have a c section
633,i am a boy i like girls they are pretty and i like it when they smile at me but it makes me feel funny,5,fear,i am a boy i like girls they are pretty and i like it when they smile at me but it makes me feel funny
634,i feel a bit overwhelmed in some areas so i may come off as whiney,5,fear,i feel a bit overwhelmed in some areas so i may come off as whiney
635,i am sure at least i hope so that the woman who responded by saying so that he could help out with the kids also feel this way but what surprised me was that all the reasons i listed above were second,5,fear,i am sure at least i hope so that the woman who responded by saying so that he could help out with the kids also feel this way but what surprised me was that all the reasons i listed above were second
636,i was feeling an act of god at work in my life and it was an amazing feeling,5,fear,i was feeling an act of god at work in my life and it was an amazing feeling
637,i beside see smiling feel very funny,5,fear,i beside see smiling feel very funny
638,im certainly not going to sit and tell you whats going on in my personal life but i feel that if you were ever curious about whats going in my life all youd have to do is watch the show,5,fear,im certainly not going to sit and tell you whats going on in my personal life but i feel that if you were ever curious about whats going in my life all youd have to do is watch the show
639,i began to feel curious and tried to percieve who i was beneath my pride and why i am who i am,5,fear,i began to feel curious and tried to percieve who i was beneath my pride and why i am who i am
640,i watch her silently feeling dazed from my memory loss,5,fear,i watch her silently feeling dazed from my memory loss
641,i feel that im as curious as when i was a child,5,fear,i feel that im as curious as when i was a child
642,i don t know how sasha fierce feels i m definitely curious about the future of beyonc s sound,5,fear,i don t know how sasha fierce feels i m definitely curious about the future of beyonc s sound
643,i feel stumped something comes out of my pen and im always a little amazed by this,5,fear,i feel stumped something comes out of my pen and im always a little amazed by this
644,i find myself feeling surprised and totally unworthy whenever i see her face,5,fear,i find myself feeling surprised and totally unworthy whenever i see her face
645,i feel weird if i just do completely nothing,5,fear,i feel weird if i just do completely nothing
646,i say walking away and shaking my head feeling a little dazed to get the drinks,5,fear,i say walking away and shaking my head feeling a little dazed to get the drinks
647,i would be feeling i am genuinely shocked and surprised that he just hit jude,5,fear,i would be feeling i am genuinely shocked and surprised that he just hit jude
648,i love sunshine havent had much but the feeling of it on my shoulders as i walk around the yard is amazing,5,fear,i love sunshine havent had much but the feeling of it on my shoulders as i walk around the yard is amazing
649,i think back to everything that happened in the book im left feeling stunned,5,fear,i think back to everything that happened in the book im left feeling stunned
650,i remember last summer feeling so overwhelmed,5,fear,i remember last summer feeling so overwhelmed
651,i am feeling overwhelmed i want to physically shake everything off me the way i would if there was a spider in my shirt,5,fear,i am feeling overwhelmed i want to physically shake everything off me the way i would if there was a spider in my shirt
652,i think and feel its funny its sad its weird but more than any of that its the truth,5,fear,i think and feel its funny its sad its weird but more than any of that its the truth
653,i stared up at him amazed by the feeling and as equally amazed that nothing else was happening,5,fear,i stared up at him amazed by the feeling and as equally amazed that nothing else was happening
654,i have to care about and care for people with disabilities who are targeted by sensationalist media reports as well as at the same time feel the sorrow i do for the parents family members and community in newtown connecticut that is stunned by the events of today,5,fear,i have to care about and care for people with disabilities who are targeted by sensationalist media reports as well as at the same time feel the sorrow i do for the parents family members and community in newtown connecticut that is stunned by the events of today
655,i always feel so flattered when another amazing blogger asks me to share a little of world on their blog so here it goes,5,fear,i always feel so flattered when another amazing blogger asks me to share a little of world on their blog so here it goes
656,i just feel a weird vibe,5,fear,i just feel a weird vibe
657,i feel like im in some weird dreamworld where i can do absolutely anything,5,fear,i feel like im in some weird dreamworld where i can do absolutely anything
658,i would always feel amazed at how impacted these and year olds were by this subject,5,fear,i would always feel amazed at how impacted these and year olds were by this subject
659,i started feeling dazed,5,fear,i started feeling dazed
660,i can remember what it feels like to be enthralled by him i cant actually feel it,5,fear,i can remember what it feels like to be enthralled by him i cant actually feel it
661,i keep feeling pleasantly surprised at his supportiveness and also his ease in new situations,5,fear,i keep feeling pleasantly surprised at his supportiveness and also his ease in new situations
662,i spent a lot of time feeling a bit stunned that they thought i was that awesome,5,fear,i spent a lot of time feeling a bit stunned that they thought i was that awesome
663,i get the feeling that hes not impressed with me,5,fear,i get the feeling that hes not impressed with me
664,i feel like a strange antisocial creature difficult for the cooperation,5,fear,i feel like a strange antisocial creature difficult for the cooperation
665,i feel the need to say that i was very amazed with the quality of the presentation and the resources which mack michaels puts forward,5,fear,i feel the need to say that i was very amazed with the quality of the presentation and the resources which mack michaels puts forward
666,i often sat back and feel amazed when the episode was over,5,fear,i often sat back and feel amazed when the episode was over
667,i walked out of there with a better understanding of what was going on in the experiment but also feeling a little stunned that i had only one equation to describe all of this,5,fear,i walked out of there with a better understanding of what was going on in the experiment but also feeling a little stunned that i had only one equation to describe all of this
668,i was talking to my district leader elder hill last night and was explaining to him some of my concerns such as not seeing the fruits of our efforts not having baptized anyone yet and just plain feeling like i have so many problems and weaknesses that its not even funny,5,fear,i was talking to my district leader elder hill last night and was explaining to him some of my concerns such as not seeing the fruits of our efforts not having baptized anyone yet and just plain feeling like i have so many problems and weaknesses that its not even funny
669,i feel surprised when i looked new,5,fear,i feel surprised when i looked new
670,i feel amazed to say that i am doing what i only dreamed of doing again,5,fear,i feel amazed to say that i am doing what i only dreamed of doing again
671,i feel curious about all this things around,5,fear,i feel curious about all this things around
672,i feel like i should say something but im shocked into silence,5,fear,i feel like i should say something but im shocked into silence
673,i looked back at her feeling myself desperately curious,5,fear,i looked back at her feeling myself desperately curious
674,i feel a remembrance of the strange by justin aryiku falls into the latter category,5,fear,i feel a remembrance of the strange by justin aryiku falls into the latter category
675,i feel surprised by my reaction because as a younger woman i always thought i would be a darling older woman,5,fear,i feel surprised by my reaction because as a younger woman i always thought i would be a darling older woman
676,i feel like im getting there i have to admit i was stunned when i realized my list my entire laundry list of here to for impossible pie in the sky dreams,5,fear,i feel like im getting there i have to admit i was stunned when i realized my list my entire laundry list of here to for impossible pie in the sky dreams
677,i remember feeling shocked and somewhat embarrassed that the adf unity rite i was consecrated in was so much about me,5,fear,i remember feeling shocked and somewhat embarrassed that the adf unity rite i was consecrated in was so much about me
678,im getting there but i really do feel dazed and confused at the moment,5,fear,im getting there but i really do feel dazed and confused at the moment
679,i find myself feeling shocked hearing that word spoken out loud in my own lounge room,5,fear,i find myself feeling shocked hearing that word spoken out loud in my own lounge room
680,i just remember feeling really dazed and amazed that it had all happened little did i know if you are about to have or have just had surgery then good luck i m sure i ve had the bad luck for everyone,5,fear,i just remember feeling really dazed and amazed that it had all happened little did i know if you are about to have or have just had surgery then good luck i m sure i ve had the bad luck for everyone
681,i know this isnt real but it feels strange to me at times,5,fear,i know this isnt real but it feels strange to me at times
682,i am a mother though most days it still feels strange to realize i am one,5,fear,i am a mother though most days it still feels strange to realize i am one
683,i feel like in a way i kinda shocked my body by changing my calorie intake,5,fear,i feel like in a way i kinda shocked my body by changing my calorie intake
684,i feel curious excited and impatient,5,fear,i feel curious excited and impatient
685,im feeling a bit dazed and out of sorts like someone needs to poke me to really wake me up,5,fear,im feeling a bit dazed and out of sorts like someone needs to poke me to really wake me up
686,i will enclose her verses on her could not weigh much more thinking and feeling curious to hear the odd couple,5,fear,i will enclose her verses on her could not weigh much more thinking and feeling curious to hear the odd couple
687,i feel dazed deserted,5,fear,i feel dazed deserted
688,i remember looking out car windows as i was passengered around those first few months and feeling vaguely surprised as i was already deep in shock at how different things looked,5,fear,i remember looking out car windows as i was passengered around those first few months and feeling vaguely surprised as i was already deep in shock at how different things looked
689,i am not sure why in that moment that i thought i would be able to feel it hellip but it was pretty funny,5,fear,i am not sure why in that moment that i thought i would be able to feel it hellip but it was pretty funny
690,i was kinda laying on my disappeared arm playing on the computer then i got up to turn eat dinner but on the way adjectives of a sudden this wierd feeling in my collar chest felt like a bounce of electricity shocked me or something then my left paw,5,fear,i was kinda laying on my disappeared arm playing on the computer then i got up to turn eat dinner but on the way adjectives of a sudden this wierd feeling in my collar chest felt like a bounce of electricity shocked me or something then my left paw
691,i feel funny cause bonka neva thanked me fa his awards,5,fear,i feel funny cause bonka neva thanked me fa his awards
692,i will tell ya i have been following a very norma inspired diet for a week tomorrow and i feel amazing,5,fear,i will tell ya i have been following a very norma inspired diet for a week tomorrow and i feel amazing
693,i remember feeling overwhelmed and noted the particular smell off the city mostly cigarettes and people with wafts of charred something,5,fear,i remember feeling overwhelmed and noted the particular smell off the city mostly cigarettes and people with wafts of charred something
694,i was cut into feeling pain that shocked me,5,fear,i was cut into feeling pain that shocked me
695,i feel very weird about so much of my psychological safety coming from noah providing money,5,fear,i feel very weird about so much of my psychological safety coming from noah providing money
696,i believe the most readers feel impressed by the individual journey,5,fear,i believe the most readers feel impressed by the individual journey
697,i get the feeling he is telling peter many people will be surprised,5,fear,i get the feeling he is telling peter many people will be surprised
698,i am feeling insatiably curious and i want to read and learn more about digital media and social marketing,5,fear,i am feeling insatiably curious and i want to read and learn more about digital media and social marketing
699,i feel that s the one thing i ve enjoyed about tv people have the time to be shocked over kenny powers and then you have time to let go of it and love him later on,5,fear,i feel that s the one thing i ve enjoyed about tv people have the time to be shocked over kenny powers and then you have time to let go of it and love him later on
700,i declined this invitation but secretly i could not help but feel curious,5,fear,i declined this invitation but secretly i could not help but feel curious
701,i ini i feel strange,5,fear,i ini i feel strange
702,i feel shocked have i become that old,5,fear,i feel shocked have i become that old
703,i dont mean to boast but i feel rather impressed by my message,5,fear,i dont mean to boast but i feel rather impressed by my message
704,i feel a strange connection to them a familiarity that most of the time i link to ancestral memory,5,fear,i feel a strange connection to them a familiarity that most of the time i link to ancestral memory
705,i will make you feel amazing tonight i need you no,5,fear,i will make you feel amazing tonight i need you no
706,i feel you jerked a little surprised at the hand that touched you,5,fear,i feel you jerked a little surprised at the hand that touched you
707,i have a feeling that even if this was the only line up there jesse might make the hike all over again just to finish this amazing project,5,fear,i have a feeling that even if this was the only line up there jesse might make the hike all over again just to finish this amazing project
708,i remember feeling shocked that he had called me religious,5,fear,i remember feeling shocked that he had called me religious
709,i am feeling so stunned and sad about the earthquake in christchurch new zealand yesterday,5,fear,i am feeling so stunned and sad about the earthquake in christchurch new zealand yesterday
710,i feel as if im in some strange catholic vortex,5,fear,i feel as if im in some strange catholic vortex
711,i had a hard time focusing on my life and walked around feeling dazed and confused,5,fear,i had a hard time focusing on my life and walked around feeling dazed and confused
712,i was feeling overwhelmed,5,fear,i was feeling overwhelmed
713,i feel impressed to talk to my older children about my vision for our family and enlist their aid in accomplishing it,5,fear,i feel impressed to talk to my older children about my vision for our family and enlist their aid in accomplishing it
714,i feel kinda strange too cause i didnt encountered with such feelings last year,5,fear,i feel kinda strange too cause i didnt encountered with such feelings last year
715,i feel curious to know more i think the procedure worked well,5,fear,i feel curious to know more i think the procedure worked well
716,i got off in my previous post about how much the app maker leeches upset me at this conference and so i feel like i should mention who i was most impressed with there,5,fear,i got off in my previous post about how much the app maker leeches upset me at this conference and so i feel like i should mention who i was most impressed with there
717,i feel weird,5,fear,i feel weird
718,i feel overwhelmed and humbled but i am alive to keep slugging and i m grateful for the chance,5,fear,i feel overwhelmed and humbled but i am alive to keep slugging and i m grateful for the chance
719,i go up to her and i say feeling very impressed with myself youre naomi klein right,5,fear,i go up to her and i say feeling very impressed with myself youre naomi klein right
720,i often hear that i give a feeling like i m longer here and folks are surprised to hear that i m only years old hyphen,5,fear,i often hear that i give a feeling like i m longer here and folks are surprised to hear that i m only years old hyphen
721,i sat there feeling so amazed that i actually found great joy in such simple things,5,fear,i sat there feeling so amazed that i actually found great joy in such simple things
722,i always feeling strange internal feeling like continuous wailing of siren in my head and when nobody hears i couldnt help crying like a siren when no one heard,5,fear,i always feeling strange internal feeling like continuous wailing of siren in my head and when nobody hears i couldnt help crying like a siren when no one heard
723,i feel a bit stunned actually,5,fear,i feel a bit stunned actually
724,im still feeling a bit stunned by an experience i had tonight while watching a movie,5,fear,im still feeling a bit stunned by an experience i had tonight while watching a movie
725,i shouldn t have been surprised by the amount of courage that these men had but i can t help but feel slightly shocked by it,5,fear,i shouldn t have been surprised by the amount of courage that these men had but i can t help but feel slightly shocked by it
726,i myself smiling through loving simple dialog child logic explain situation feelings it s funny,5,fear,i myself smiling through loving simple dialog child logic explain situation feelings it s funny
727,i even like to play with my negative feelings by becoming curious,5,fear,i even like to play with my negative feelings by becoming curious
728,i like the padding because it makes the ride more comfortable but it feels funny to walk in when not riding let alone what it looks like lol,5,fear,i like the padding because it makes the ride more comfortable but it feels funny to walk in when not riding let alone what it looks like lol
729,i feel strange with it because it started to be sale,5,fear,i feel strange with it because it started to be sale
730,ive been taking or milligrams or times recommended amount and ive fallen asleep a lot faster but i also feel like so funny,5,fear,ive been taking or milligrams or times recommended amount and ive fallen asleep a lot faster but i also feel like so funny
731,i was feeling strange downstairs i could still feel the dull sensation of the contractions but the nurse said she didnt want to check me for about an hour,5,fear,i was feeling strange downstairs i could still feel the dull sensation of the contractions but the nurse said she didnt want to check me for about an hour
732,i stood kind of dumbfounded looking around feeling culture shocked,5,fear,i stood kind of dumbfounded looking around feeling culture shocked
733,i feel like when i was a kid it was constantly impressed upon me how awesome ants are,5,fear,i feel like when i was a kid it was constantly impressed upon me how awesome ants are
734,i have learned so much with him even now i still learn new things about rabbits i feel you always keep learning about them being amazed by them,5,fear,i have learned so much with him even now i still learn new things about rabbits i feel you always keep learning about them being amazed by them
735,i really want to go buy some yardage of art gallery just to play with because it feels so amazing,5,fear,i really want to go buy some yardage of art gallery just to play with because it feels so amazing
736,im feeling a little dazed and confused today,5,fear,im feeling a little dazed and confused today
737,i feel a little funny discussing the realness of a portrayal of a condition ive never experienced,5,fear,i feel a little funny discussing the realness of a portrayal of a condition ive never experienced
738,i am feeling overwhelmed by daily responsibilities by expectations of my family and job by the demands on my time by my physical tiredness by the feeling that my burdens will overtake me by financial hardships by,5,fear,i am feeling overwhelmed by daily responsibilities by expectations of my family and job by the demands on my time by my physical tiredness by the feeling that my burdens will overtake me by financial hardships by
739,i am feeling quite impressed with myself because i went two directions across the top row and down the left column,5,fear,i am feeling quite impressed with myself because i went two directions across the top row and down the left column
740,i was feeling pretty impressed with my potential new boss,5,fear,i was feeling pretty impressed with my potential new boss
741,i am feeling overwhelmed with the responsibilities of being a teacher that someone is trusting me with their most precious gift and it is an honor,5,fear,i am feeling overwhelmed with the responsibilities of being a teacher that someone is trusting me with their most precious gift and it is an honor
742,i thought about it a lot this weekend because i watched the fault in our stars which is about two kids who have cancer so that made me feel really weird and anxious,5,fear,i thought about it a lot this weekend because i watched the fault in our stars which is about two kids who have cancer so that made me feel really weird and anxious
743,i still feel a bit stunned and i suppose i should be racked with regret and shame,5,fear,i still feel a bit stunned and i suppose i should be racked with regret and shame
744,i still feel funny,5,fear,i still feel funny
745,i feel surprised that scientists to actually question about how it is weird for the initial conditions of the universe to be fine tuned to very special values such that our universe is almost flat,5,fear,i feel surprised that scientists to actually question about how it is weird for the initial conditions of the universe to be fine tuned to very special values such that our universe is almost flat
746,i still feel amazed by its beauty diversity and joie de vivre,5,fear,i still feel amazed by its beauty diversity and joie de vivre
747,i think its time to find better stress management techniques and choke back this feeling of being overwhelmed,5,fear,i think its time to find better stress management techniques and choke back this feeling of being overwhelmed
748,i also don t know why is the reason of this freaky feeling that disturb my funny mood it should be but it don t,5,fear,i also don t know why is the reason of this freaky feeling that disturb my funny mood it should be but it don t
749,i feel all funny just thinking about it,5,fear,i feel all funny just thinking about it
750,i always feel a little weird writing about a guy ive dated because i dont want to do them an injustice or have them come across in a negative way,5,fear,i always feel a little weird writing about a guy ive dated because i dont want to do them an injustice or have them come across in a negative way
751,i feel funny telling you about my name change anyway gracias por todo,5,fear,i feel funny telling you about my name change anyway gracias por todo
752,i remember frequently feeling surprised by the statistic that of the population are hsps given that i almost never came across anyone who was an hsp,5,fear,i remember frequently feeling surprised by the statistic that of the population are hsps given that i almost never came across anyone who was an hsp
753,i think i brag and it feels strange because i still see myself as a little fattie pre teen unworthy of any male attention,5,fear,i think i brag and it feels strange because i still see myself as a little fattie pre teen unworthy of any male attention
754,i am not sure if we should buy more but my hubby and i are feeling pretty impressed,5,fear,i am not sure if we should buy more but my hubby and i are feeling pretty impressed
755,i start to remember how desperately i felt when trying to get pregnant after feeling impressed to start having a family and soon finding that its not as easy as you think to just get pregnant,5,fear,i start to remember how desperately i felt when trying to get pregnant after feeling impressed to start having a family and soon finding that its not as easy as you think to just get pregnant
756,im here today after looking at my bank account this morning and feeling shocked,5,fear,im here today after looking at my bank account this morning and feeling shocked
757,i feeling strange energies,5,fear,i feeling strange energies
758,i need to do this that and the other for college by such and such a date because for the past four years ive always felt like ive been needing to do something college based and now i dont but i still have that feeling its really weird i feel almost guilty in fact,5,fear,i need to do this that and the other for college by such and such a date because for the past four years ive always felt like ive been needing to do something college based and now i dont but i still have that feeling its really weird i feel almost guilty in fact
759,i had the feeling he didnt and he actually seemed impressed with me or i should say my work and my range of skills,5,fear,i had the feeling he didnt and he actually seemed impressed with me or i should say my work and my range of skills
